,tweet,Date
1609,"$AAPL Apple and the #AI startup ecosystem
Apple gathering a very interesting #ArtificialIntelligence talent 

https://letstalkpayments.com/the-most-interesting-work-with-ai-is-happening-in-the-shade-of-apples-lab/…",2016-11-05
1610,Apple SVP Eddy Cue sells $37.5M in AAPL stock .,2016-11-05
1611,"Replying to 
@Oakgrovecapital",2016-11-05
1612,Buy the Facebook Inc (FB) Stock Dip While You Still Can https://scutify.com/articles/2016-11-05-buy-the-facebook-inc-fb-stock-dip-while-you-still-can-forget-about-wall-streets-brain-hiccup-facebook-is-continuing-with-its-strong-growth-and-that-will-propel-fb-stock… $FB #socialmedia #stocks #tech #consumer $XOM $MSFT $AAPL,2016-11-05
1613,"$AAPL Trending Now 11/05/2016! If you follow AAPL What do you think about it?

Go here: ---->  http://dlvr.it/MbrJ87",2016-11-05
1614,"Ardevora Asset Management LLP Acquires 34,500 Shares of Apple Inc. (AAPL) http://ift.tt/2fsUFNZ",2016-11-05
1615,$AAPL 102 downside target heavy put activity in next weeks 107 puts,2016-11-05
1616,"#Apple brings AirPod-style streaming, Live Listen accessibility to MFi hearing aids. Read more: http://owler.us/abOfgf $AAPL",2016-11-05
1617,"#Apple brings AirPod-style streaming, Live Listen accessibility to MFi hearing aids. Read more: http://owler.us/abOfgk $AAPL",2016-11-05
1618,$AAPL Technical Analysis Chart Video to Prepare for Tomorrow #stocks #stock #market #trading #options #tradeidea ...,2016-11-06
1619,"#Omega Ocean #DeepBlack, who says #advertising doesn't work? Now if this watch only had #ApplePay...$AAPL",2016-11-06
1620,"AAPL Walt Disney Co. Ideas
Read More --> http://dlvr.it/Mc7wBK

$AAPL $TZA $BMY #finance",2016-11-06
1621,$FB $AAPL $GOOG $SPY meanwhile a man on a submarine takes a selfie and is sitting in jail for a year. http://ln.is/stocktwits.com/micro/z4mxt…,2016-11-06
1622,"The Comey effect...
$spy $qqq $tqqq $uso $fb $aapl $tlt #oott $xle $amzn $Googl $bac $fas $gld $dust $gs",2016-11-06
1623,Weekend Review Video (11/6) $VIX $TLT $SPY $IWM $QQQ $XOM $BABA $IBB $AAPL $FB $AMZN $NFLX $GOOGL $PYPL $GPRO $TWLO,2016-11-06
1624,Big Wave Trading Weekend Video Lesson https://youtube.com/watch?v=h5enlcZAPwM… $GOOGL $XLF $FB $MSFT $AAPL $GS $BAC $C $GS $RUT $COMPQ $NDX $SPX $DJIA $PFPT,2016-11-06
1625,$AAPL $SPX $NQ $SPY WTF Futures are up +63 points (+1.35%) in pre market,2016-11-06
1626,Apple Inc. $AAPL Stake Reduced by Mckinley Capital Management LLC Delaware http://dailypolitical.com/?p=785302,2016-11-06
1627,"GMNI Bid Size
Read More --> http://dlvr.it/Mc7VB0

$GMNI $NOW $AAPL $NOW  #invest #stockmarket",2016-11-06
1628,Verizon debuts 5GB and 10GB prepaid data plans http://dlvr.it/McWtS2 #AppleInsider $AAPL,2016-11-07
1629,#Apple This is why you switched from Nexus to iPhone 7. Read more: http://owler.us/abODe5 $AAPL,2016-11-07
1630,#Apple This is why you switched from Nexus to iPhone 7. Read more: http://owler.us/abODfy $AAPL,2016-11-07
1631,Apple Acquired Talent and Technology From Cloud-Based Music Provider Omnifone in August http://ift.tt/2ePFoH6 #AAPL,2016-11-07
1632,"Big Tech Is Sitting on $1.77 Trillion (AAPL, MSFT) http://tradebuddy.online/big-tech-is-sitting-on-1-77-trillion-aapl-msft/…",2016-11-07
1633,Today's recap and look ahead. $spx $qqq $iwm $aapl $fb $baba $googl $amzn  https://m.youtube.com/watch?feature=youtu.be&v=6F9uow3BMrE…,2016-11-07
1634,"After Complaints, #Apple Drops Price of USB-C Dongles. Read more: http://owler.us/abODbO $AAPL",2016-11-07
1635,"After Complaints, #Apple Drops Price of USB-C Dongles. Read more: http://owler.us/abODb5 $AAPL",2016-11-07
1636,"$SINO is on HIGH ALERT FOR TOMORROW'S SUPERNOVA.  Low float, strong AH. GET IN THE RUN $TWTR $FB $AAPL $AMD $TSLA $GPRO $SBUX $SPY $TWLO .,",2016-11-07
1637,"After Complaints, #Apple Drops Price of USB-C Dongles. Read more: http://owler.us/abODb4 $AAPL",2016-11-07
1638,#Apple Releases macOS Sierra 10.12.2 Beta 2 to Developers [Download]. Read more: http://owler.us/abOSHE $AAPL,2016-11-08
1639,"#Apple releases iOS 10.2 Beta 2, what's new?. Read more: http://owler.us/abOSGU $AAPL",2016-11-08
1640,"Here's what's new in the second beta of iOS 10.2, including the #Apple TV app. Read more: http://owler.us/abOSHB $AAPL",2016-11-08
1641,"#Apple Releases iOS 10.2 Beta 2 to Public Testers With TV App, New Emoji, More. Read more: http://owler.us/abOSG8 $AAPL",2016-11-08
1642,#Apple Releases Second iOS 10.2 Beta for Public Beta Testers. Read more: http://owler.us/abOSGW $AAPL,2016-11-08
1643,#Apple Breaking: iOS 10.2 public beta 2 with brand new 'TV' app has been released. Read more: http://owler.us/abOSHD $AAPL,2016-11-08
1644,"$AAPL Technical Analysis Chart 11/8/2016

http://scalpthatstock.com/aapl-technical-analysis-chart-1182016/…",2016-11-08
1645,#Apple releases macOS 10.12.2 beta 2 with new emoji. Read more: http://owler.us/abOSGY $AAPL,2016-11-08
1646,#Apple releases macOS 10.12.2 beta 2 with new emoji. Read more: http://owler.us/abOSIG $AAPL,2016-11-08
1647,3 Revelations From #Apple Inc. Job Listings. Read more: http://owler.us/abOSzY $AAPL,2016-11-08
1648,#Apple How to try out Touch Bar on Macs that lack a physical Touch Bar. Read more: http://owler.us/abO60n $AAPL,2016-11-09
1649,#Apple How to try out Touch Bar on Macs that lack a physical Touch Bar. Read more: http://owler.us/abO60j $AAPL,2016-11-09
1650,#Apple How to Save More Than $100 on an iPhone. Read more: http://owler.us/abO68V $AAPL,2016-11-09
1651,#Apple How to Save More Than $100 on an iPhone. Read more: http://owler.us/abO68K $AAPL,2016-11-09
1652,#Apple Want to save on an iPhone? Buy refurbished. Read more: http://owler.us/abO68L $AAPL,2016-11-09
1653,"""Here's what a Trump presidency means for the Internet of Things (GOOG, GOOGL, AAPL, TSLA)"" #IoT https://goo.gl/C4dp3r",2016-11-09
1654,$AAPL high open interest range is 107.00 to 113.00 for option expiration 11/11/2016. http://bit.ly/2foQxhP,2016-11-09
1655,#Apple How to Collaborate in Pages for MacOS Sierra. Read more: http://owler.us/abO65H $AAPL,2016-11-09
1656,#Apple How to Collaborate in Pages for MacOS Sierra. Read more: http://owler.us/abO65x $AAPL,2016-11-09
1657,#Apple Refurbished 9.7-inch iPad Pro added to online store - but none currently showing in ... Read more: http://owler.us/abO63q $AAPL,2016-11-09
1658,"Replying to 
@PaulJSingh",2016-11-10
1659,interesting Dan Loeb went heavy into tech last Q $AAPL $FB $BABA $GOOGL,2016-11-10
1660,"$NFLX Why Tech Stocks (FB, AAPL, AMZN, MSFT, GOOGL) Are Tanking Today",2016-11-10
1661,Look familiar? HVA and KUMO rejection like $AAPL $FB and $NFLX,2016-11-10
1662,Big tech names fall as Trump wins White House: http://bit.ly/101116AMZN $AMZN $AAPL $MSFT $FB $GOOGL,2016-11-10
1663,"Technology Crash Yields Huge Buy Levels: See Them & Profit

http://scalpthatstock.com/technology-crash-yields-huge-buy-levels-see-them-profit/…

$QQQ $AMZN $NVDA $NFLX $AAPL $AUPH",2016-11-10
1664,Much like $AAPL and $FB Rejection at KUMO and HVA. $NFLX,2016-11-10
1665,$AAPL 10ema cross 50ema bear. $AMZN weak. $CELG biotech strong. $DRYS surprise earnings!,2016-11-10
1666,"FB http://Salesforce.com, Inc. Stock Message Board
Read More --> http://dlvr.it/Mdgxd8

$FB $FMSA $AAPL #pennystocks",2016-11-10
1667,Easy short off 10 min KUMO break. $AAPL,2016-11-10
1668,3 Reasons Apple Inc. (AAPL) Stock Still Is a Great Buy - http://Investorplace.com http://dlvr.it/Mf3pGV #AppleNews,2016-11-11
1669,Apple May Surprise To The Upside In Q1 $AAPL,2016-11-11
1670,#StockQuote $NFLX $TWTR $AAPL,2016-11-11
1671,"The Trump Effect on Technology Stocks: AMZN, AAPL, GOOGL, MSFT, FB http://finance.yahoo.com/news/trump-effect-technology-stocks-amzn-224010576.html?soc_src=social-sh&soc_trk=tw… via 
@YahooFinance",2016-11-11
1672,#Apple said to be launching three new iPads in March. Read more: http://owler.us/abPDTb $AAPL,2016-11-11
1673,"#Apple AirPods may skip Black Friday, ship in December. Read more: http://owler.us/abPDS0 $AAPL",2016-11-11
1674,Early movers: jcp dis jwn kors nvda aapl baba v amzn cme & more #news #market #business http://j.mp/2f0qrBR,2016-11-11
1675,#Apple Does the new MacBook Pro deserve the criticism? [Friday Night Fights]. Read more: http://owler.us/abPDLN $AAPL,2016-11-11
1676,#Apple Does the new MacBook Pro deserve the criticism? [Friday Night Fights]. Read more: http://owler.us/abPDLj $AAPL,2016-11-11
1677,Wearables Go! free invitation. #wearables #stocks for #investors. $MSFT $AAPL $FB $GOOG $BEAT,2016-11-11
1678,"@jimcramer
 @MadMoneyOnCNBC
 Should AAPL buy FB given tech pullback? $155 PT; Positive use of cash hoard. #techpowerhouse",2016-11-12
1679,"AAPL Cannabis Science Inc. Last Trade
Read More --> http://dlvr.it/MfMfV8

$AAPL $JNK $FEYE #stockmarket",2016-11-12
1680,"CRK Agnico Eagle Mines Ltd. Yield
Read More --> http://dlvr.it/MfMZgR

$CRK $AMBA $AAPL #tradeideas",2016-11-12
1681,Better Buy: Microsoft Corporation vs. Apple Inc. http://ift.tt/2fNKgOw #AAPL,2016-11-12
1682,A break above 108.75 on volume and this goes higher. Will discuss $AAPL in Sunday Night Session.,2016-11-12
1683,60 min KUMO SELL at 111.24 on 60 min. Holding POC. be careful w/ shorts. $AAPL,2016-11-12
1684,http://stockstream.tv/?v=UU9TOAw9YqQ // Stock Market Update - YHOO - AAPL - FB - NFLX -... // $AMAT #trading #investing #stocks,2016-11-12
1685,Interview: $SNE Sony puts China's 'creative power' on its hit list- Nikkei Asian Review http://s.nikkei.com/2F1UZ4R $AAPL $VIAB $VIVEF $FOXA $FB,2016-11-12
1686,Samsung sets their Eyes on a Revolutionary Holographic TV http://dlvr.it/MfMC1V #PatentlyApple $AAPL,2016-11-12
1687,#Apple's #Chinese Problems Will Persist. #asia #emergingmarkets #china $aapl $vwo $eem $fxi #yuan $fxch #tech #4ir http://ow.ly/M4QB305Yo4L,2016-11-12
1688,Apple Macbook Pro with Touch Bar Begins Shipping Now http://learnbonds.com/132152/apple-macbook-pro-touch-bar/… #Apple $AAPL #Macbook #MacbookPro,2016-11-13
1689,Do NOT buy into any market move on Monday morning until $SPX settles around 2135. $AAPL $FB $TWTR $TSLA $NFLX $AMZN $GOOGL $BABA $FIT $MSFT,2016-11-13
1690,Leaked: Apple is Killing This Booming iPhone Model $AAPL http://learnbonds.com/132153/apple-killing-iphone-model/… #iPhoneSE #Apple #iPhone,2016-11-13
1691,#Apple Inc. May Be Using This New Tech in iPhone 8. Read more: http://owler.us/abPXGT $AAPL,2016-11-13
1692,#Apple Inc. May Be Using This New Tech in iPhone 8. Read more: http://owler.us/abPXGN $AAPL,2016-11-13
1693,#Apple Inc. May Be Using This New Tech in iPhone 8. Read more: http://owler.us/abPXGl $AAPL,2016-11-13
1694,#Apple Inc. May Be Using This New Tech in iPhone 8. Read more: http://owler.us/abPXGu $AAPL,2016-11-13
1695,$AAPL #patent 20160330606: Mobile device with improved network selection wh... http://trea.com/doc/20160330606 #tech #IP,2016-11-13
1696,#Apple is reportedly launching its new wireless AirPods on November 18-19. Read more: http://owler.us/abPXAl $AAPL,2016-11-13
1697,The new Touch Bar killed one of the best secret MacBook pro-tips (AAPL) http://tinyurl.com/jvfjolq,2016-11-13
1698,VIDEO $AAPL Technical Analysis Chart 11/14/2016 https://chartguys.com/tickers/aapl #stocks #trading #market #options #tradeideas #apple,2016-11-14
1699,"Replying to 
@eminiplayer",2016-11-14
1700,zerohedge: Here we go again: AAPL said to explore building digital glasses: BBG,2016-11-14
1701,$AAPL ground breaking innovation.,2016-11-14
1702,"Seeing a lot of 13F love for AAPL, SERV & ST",2016-11-14
1703,Here we go again: AAPL said to explore building digital glasses: BBG,2016-11-14
1704,HAHAJAHAHAHA OMFG APPLE PLEASE CALL GOOGLE. PLEASE BEFORE U PHUCK UP. $AAPL,2016-11-14
1705,"Nov 5
aapl buy dips 95-100 level opportunity may arise soon enough at this level---Oct 25
AAPL-115.3 HAS FURTHER DOWNSIDE    105-8 POSSIBL",2016-11-14
1706,New #Apple ad highlights Beats Solo3 Wireless 40-hour battery & on-ear controls. Read more: http://owler.us/abQisJ $AAPL,2016-11-14
1707,New #Apple ad highlights Beats Solo3 Wireless 40-hour battery & on-ear controls. Read more: http://owler.us/abQisS $AAPL,2016-11-14
1708,"For 25 dollars up stocks and options 
$JD
$FB
$AAPL
$VZ
$ATVI
$GLD
$OXY
$CTRP
$AMZN
$SO
$PFF
$EMB
$MON
$STZ
$FNF
$LNG
$GPN
$AEM
Nice bottom",2016-11-15
1709,"We can all agree to Sir Rogers. $AMZN recently on daily pump, $AAPL on 118 at Iphone 7 hype. $SHAK on 95s etc.",2016-11-15
1710,"First look: DJI's iOS-connected $1499 Phantom 4 Pro with enhanced autopilot modes, 1"" camera… http://dlvr.it/MgSWkf #AppleInsider $AAPL",2016-11-15
1711,"Stock Market Video Analysis Nov 11, $spx $nasdaq $spy $qqq $iwm $aapl $nflx $tsla $baba",2016-11-15
1712,"FREE REPORT
How do #equity #investment #HedgeFunds see #stocks
$GOOGL $AMZN $AAPL $BRK $XOM
in the coming weeks?
http://xatsuk.com/publications.html…",2016-11-15
1713,$AAPL - China Consumer Group Reports Problems With iPhones,2016-11-15
1714,$AAPL - China Consumer Group Reports Problems With iPhones,2016-11-15
1715,Facebook's Fake News; Apple Glasses?; Tesla-Killer?; Snap IPO - Eye On Tech $AAPL,2016-11-15
1716,Should Apple Have Bought Harman Instead Of Samsung?; Amazon Expands Home Services - Eye On Tech $AAPL,2016-11-15
1717,Breaking down #Apple's latest design studio video. Read more: http://owler.us/abQwWL $AAPL,2016-11-15
1718,"@BloombergTechTV 
@emilychangtv
 great to see you and discuss $AAPL and the future of tech manufacturing",2016-11-16
1719,#aapl I want dell laptop or MacBook Pro. #projecttesting,2016-11-16
1720,"What #Apple's #iPhone could cost in #DonaldTrump's America | http://afr.com
$AAPL #AppleStuff #SupplyChain",2016-11-16
1721,"$AAPL played out prefectly off it's ""Inside Candle"". A new long ""IF"" 110.23 is broken with targets being 111.55, 112.52 & potentially 118.69",2016-11-16
1722,"Apple job ads hint at a risk to Intel, says Exane BNP $AAPL $INTC https://thestreet.com/story/13895825/1/apple-job-ads-hint-at-a-risk-to-intel-says-exane-bnp.html… via 
@TheStreet
  @Intel
 is based out of Santa Clara",2016-11-16
1723,Microsoft releases preview edition of Visual Studio for Mac http://dlvr.it/Mgs534 #AppleInsider $AAPL,2016-11-16
1724,Wearables Go! free invitation. #wearables #stocks for #investors. $MSFT $AAPL $FB $GOOG $BEAT,2016-11-16
1725,#Apple Mingis on Tech: Show-and-tell with the new MacBook Pros. Read more: http://owler.us/abQI1a $AAPL,2016-11-16
1726,#Apple Mingis on Tech: Show-and-tell with the new MacBook Pros. Read more: http://owler.us/abQI1t $AAPL,2016-11-16
1727,Everything's peachy as #Apple restores emoji's 'bum' features. Read more: http://owler.us/abQI1b $AAPL,2016-11-16
1728,Apple just announced it will fix iPhones with Touch Disease for $149 (AAPL) https://goo.gl/fb/ktnp3g,2016-11-17
1729,"@jimcramer
 the top five stocks I have are FB, ABX, AAPL, BAC and CRM am I #diversified",2016-11-17
1730,Apple just announced it will fix iPhones with Touch Disease for $149 (AAPL) http://a.mynews.ly/!MD.Eo5N2,2016-11-17
1731,#Apple iPhone 7 Adoption Outpaces iPhone 6S: Consumer Intelligence. Read more: http://owler.us/abQZdZ $AAPL,2016-11-17
1732,#Apple iPhone 7 Adoption Outpaces iPhone 6S: Consumer Intelligence. Read more: http://owler.us/abQZeh $AAPL,2016-11-17
1733,KGI: #Apple planning one 5.2-inch OLED iPhone 8 with major redesign + 4.7-inch and 5.5-inch... Read more: http://owler.us/abQZdX $AAPL,2016-11-17
1734,Here's a Look Inside Apple's New $200 Photo Book http://dlvr.it/MhGpZn #MacRumors $AAPL,2016-11-17
1735,#Apple iPhone's dual-lens camera may get stabilization upgrade next year. Read more: http://owler.us/abQZd1 $AAPL,2016-11-17
1736,#Apple iPhone's dual-lens camera may get stabilization upgrade next year. Read more: http://owler.us/abQZeo $AAPL,2016-11-17
1737,Xiaomi Builds The Smartphone Screen Apple Should Have Built http://seekingalpha.com/article/4024334-xiaomi-builds-smartphone-screen-apple-built?source=tweet… $XI $AAPL http://seekingalpha.com/article/4024334-xiaomi-builds-smartphone-screen-apple-built…,2016-11-17
1738,$SPU is Monday's SUPERNOVA. 40% Short Interest. LOW FLOAT 1M. GET IN FOR $10++ $DRYS $SINO $FB $NVDA $AAPl $NFLX $DCIX $TWTR $AMD $CRM .,2016-11-18
1739,#Apple Cleans Its Closet; Snap Files for IPO -- Tech Roundup. Read more: http://owler.us/abRgqU $AAPL,2016-11-18
1740,#Apple Celebrates Itself in $300 Coffee Table Tome. Read more: http://owler.us/abRgrk $AAPL,2016-11-18
1741,#Apple Cleans Its Closet; Snap Files for IPO -- Tech Roundup. Read more: http://owler.us/abRgqP $AAPL,2016-11-18
1742,#Apple macOS bug gives MacBook Pros a fake graphics upgrade. Read more: http://owler.us/abRgqR $AAPL,2016-11-18
1743,#Apple Celebrates Itself in $300 Coffee Table Tome. Read more: http://owler.us/abRgqT $AAPL,2016-11-18
1744,#Apple macOS bug gives MacBook Pros a fake graphics upgrade. Read more: http://owler.us/abRgrj $AAPL,2016-11-18
1745,"Howdy! You are invited to access the #FreeTradeOfWeek
via → http://AlertTrade.us

$AAPL $SPY $DRYS $FB $SPX",2016-11-18
1746,Follow our #publications #admiralmarketsclub ! #SwingTrader #OptionsTrader $DAX $AAPL $TSLA $TWTR $GBPUSD $NFLX $FB http://admiralmarkets.com/?ref_id=8174,2016-11-18
1747,"Another Way Apple, Inc. Is Pursuing Augmented Reality http://ift.tt/2f8X3bX #AAPL",2016-11-18
1748,DirecTV Now to give Apple TV free for those who take 3-month deal $AAPL #wlst http://theregister.co.uk/2016/11/15/directv_now_to_give_apple_tv_free_for_those_who_take_3month_deal…,2016-11-19
1749,Free Apple TV for those who take 3-month deal.  $35 per month. Worth it? $AAPL http://ift.tt/2gv82Cy,2016-11-19
1750,#StockQuote $NFLX $TWTR $AAPL,2016-11-19
1751,$AAPL #patent 20160336773: Protection of parallel connected cells in batter... http://trea.com/doc/20160336773 #tech #IP,2016-11-19
1752,"Check out Boss Businessman Executive Bear Desk Personalized Xmas Tree Ornament Cybermonday  http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=401228708370&roken=cUgayN&soutkn=5u7hX4… via 
@eBay
 #Trump $aapl",2016-11-19
1753,Everything's peachy as #Apple restores emoji's 'bum' features. Read more: http://owler.us/abRvts $AAPL,2016-11-19
1754,#Apple explores moving iPhone production to the US. Read more: http://owler.us/abRvtD $AAPL,2016-11-19
1755,"Replying to 
@paulwoll",2016-11-19
1756,"#Apple will limit some iPhone 7 download speeds by throttling Qualcomm chips used i... via 
@launchticker
 https://goo.gl/04prxX $AAPL",2016-11-19
1757,Apple has a secret team working to make the iPhone's camera a portal to augmented reality http://read.bi/2fiA52Q $AAPL #AugmentedReality,2016-11-19
1758,Apple Inc. $AAPL Shares Sold by Macquarie Group Ltd. http://zpr.io/PHVEA,2016-11-20
1759,Apple Inc. $AAPL Shares Sold by Macquarie Group Ltd. http://zpr.io/PHVET,2016-11-20
1760,Galaxy Note 7 recall did not damage Samsung brand in U.S. - Reuters/Ipsos $AAPL http://wlst.com,2016-11-20
1761,Trading ONLY 90 Minutes per Day - here were my results - https://claytrader.com/blog/trading-90-minutes-a-day-the-results/… $FNMA $AAPL $SPY $NFLX $TSLA $MJNA $ERBB $MYEC $FB $JNUG $X,2016-11-20
1762,Touché Lets Your Test Drive the MacBook Pro's Touch Bar http://dlvr.it/MjHm5X #Lifehacker $AAPL,2016-11-20
1763,$AAPL a long since 110.23 was broken. Targets 111.67 & 113.11. 109.66 seems to be support for now. Weekly a short since 108.1. $QQQ $NDX,2016-11-20
1764,Galaxy Note 7 recall did not damage Samsung brand in U.S.: Reuters/Ipsos poll $AAPL http://wlst.com,2016-11-20
1765,$AAPL holding the move nicely maybe some continuation here http://schrts.co/YRDuFx,2016-11-20
1766,Apple is growing the size of its Siri team in Cambridge (AAPL) http://ow.ly/YJfB506mxkV,2016-11-20
1767,#Apple This 3D Touch Shortcut Lets You See Every Notification in Your iPhone Folder. Read more: http://owler.us/abRDka $AAPL,2016-11-20
1768,Forbes Welcome $AAPL http://wlst.com http://forbes.com/forbes/welcome/?toURL=http://www.forbes.com/sites/ewanspence/2016/11/21/apple-music-drake-bad-blood-taylor-swift&refURL=&referrer=…,2016-11-21
1769,"Yes, Apple has a massive stash of cash. But here's why it faces a decade of uncertainty. http://on.mktw.net/2gc2cof $AAPL",2016-11-21
1770,#Apple Microsoft's CEO takes a shot at Tim Cook over the iPad Pro's similarities to the Sur... Read more: http://owler.us/abRYLN $AAPL,2016-11-21
1771,#Apple Microsoft's CEO takes a shot at Tim Cook over the iPad Pro's similarities to the Sur... Read more: http://owler.us/abRYLX $AAPL,2016-11-21
1772,Is the MacBook Pro good enough for real professionals? (AAPL) https://financialsbeat.com/is-the-macbook-pro-good-enough-for-real-professionals-aapl/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost…,2016-11-21
1773,"$XIV Filings Updated Monday, November 21, 2016 6:15:20 PM $FOX $AAPL $BAC $MJTK http://dlvr.it/MjhdqL",2016-11-21
1774,"$HMNY is tomorrow's SUPERNOVA. Only 300k Float. GET IN, can easily fly with any volume. PT $10+. $DRYS $TVIX $FB $AAPL $TWTR $UVXY $SPY d",2016-11-21
1775,Apple faces decade of uncertainty after next years iPhone $AAPL http://wlst.com http://marketwatch.com/story/apple-faces-decade-of-uncertainty-after-next-years-iphone-2016-11-21?siteid=yhoof2…,2016-11-21
1776,#Apple will replace defective iPhone 6S batteries for free. Read more: http://owler.us/abRWCI $AAPL,2016-11-21
1777,6 Perfect Gift Ideas for Apple TV Owners http://dlvr.it/MjhRyg #AppAdvice $AAPL,2016-11-21
1778,Speculation is mounting that Jony Ive has checked out at #Apple (AAPL) http://jenke.rs/Mn52Ro,2016-11-22
1779,"iPhone 8 may come with truly wireless charging & bezel-less curved display #iphone8 $watt $aapl http://indiatoday.intoday.in/technology/story/iphone-8-may-come-with-truly-wireless-charging-and-bezel-less-curved-display/1/810233.html… vía 
@IndiaTodayTech",2016-11-22
1780,"$bbry $aapl The BlackBerry Virtual Keyboard – Simply Genius: 
http://utbblogs.com/blackberry-virtual-keyboard-simply-genius/…
 - sent using the UTB app",2016-11-22
1781,"Replying to 
@valueterminal
 and 
@LongShortTrader",2016-11-22
1782,"$GAHC: ABSOLUTELY UNDERVALUED BLOCKCHAIN IS HUGE$$

$BTCS $AAPL $GOOG $MSFT $TRTC $SFOR $NWBO $SPCL $DRYS $AVXL $ONCI $SIRI $NFLX $ARYC $FB",2016-11-22
1783,$AAPL - Statement of Changes in Beneficial Ownership (4),2016-11-22
1784,Having bad day? At least you're not this guy. $AAPL,2016-11-22
1785,RCDO looking like gonna fall for a bit. It's one I'm considering topup at some point. If AAPL buy Mclaren RCDO well placed as  supplier.,2016-11-22
1786,"$GAHC: Blockchain Technology Market Worth 2,312.5 Million USD by 2021 http://finance.yahoo.com/news/blockchain-technology-market-worth-2-133000934.html?soc_src=social-sh&soc_trk=tw… via 
@YahooFinance
$AAPL $AMZN $NWBO $TWTR $S",2016-11-22
1787,#Apple's diversity numbers haven't moved much in a year. Read more: http://owler.us/abShR5 $AAPL,2016-11-22
1788,One More Data Point Proves Peak Apple Could Be History $AAPL http://bit.ly/2f8xBYX,2016-11-23
1789,"Apple Joining Black Friday Sales Frenzy - After skipping Black Friday sales last year, Apple (AAPL) is poised t... http://ht.ly/sPOQ506PIKu",2016-11-23
1790,A Quick Note on Apple's Future http://ln.is/fundamentaltrends.com/cjTfR… $AAPL $GOOG,2016-11-23
1791,Jony Ive on the importance of design at $AAPL. A great talk to watch: http://exploringmarkets.com/2016/11/inside-mind-of-jony-ive-apples-designer.html…,2016-11-23
1792,#Trump says he talked to #Apple 's CEO. Here's what he says they talked about. https://yahoo.com/finance/news/trump-says-talked-apples-ceo-165355358.html?.tsrc=fauxdal… $AAPL,2016-11-23
1793,So You Like Dividends? I Bet Youll Love These 3 Stocks --  The Motley Fool $AAPL #wlst http://fool.com/investing/2016/11/23/like-dividends-youll-love-these-3-stocks.aspx…,2016-11-23
1794,$AAPL Filings Updated $PEP $LOV $AKS $HRL http://dlvr.it/MkVdyN,2016-11-23
1795,Donald Trump tells Tim Cook to build iPhones in the USA http://dlvr.it/MkVP0g #Macworld $AAPL,2016-11-23
1796,Wearables Go! free invitation. #wearables #stocks for #investors. $MSFT $AAPL $FB $GOOG $BEAT,2016-11-23
1797,"Wednesday's Vital Data: Bank of America Corp (BAC), Apple Inc. (AAPL) and AT&T Inc. (T) - http://Investorplace.com http://dlvr.it/MkVHyF",2016-11-23
1798,"Japan Display Said Close to Winning $886 Million INCJ Bailout http://bloom.bg/2gjQqsd via 
@technology
$AAPL #OLED?",2016-11-24
1799,$AAPL #patent 20160344874: Systems and methods for monitoring data and band... http://trea.com/doc/20160344874 #tech #IP,2016-11-24
1800,Revealed: The MacBook Pro 2016's soldered-on SSD has a data recovery lifeline http://dlvr.it/MktWRB #Macworld $AAPL,2016-11-24
1801,$AAPL #patent 20160344710: Secure pairing of a processor and a secure eleme... http://trea.com/doc/20160344710 #tech #IP,2016-11-24
1802,IMPRESSIVE: #Apple (top panel) Pressured by Weakening #Chinese #Yuan (bottom panel) -yellow monthly trendlines    $AAPL #investing #markets,2016-11-24
1803,"Turning 1k into 100k - Details here -
http://tradewithjoe.com/100k-challenge-is-on-are-you-in/…
I trade $SPY $QQQ $IWM $UVXY $VXX $GDX $BBRY $USO $FB $AAPL $NFLX $TSLA $GLD +",2016-11-24
1804,#Apple iPhone 7 review: Time-saver edition. Read more: http://owler.us/abSF39 $AAPL,2016-11-24
1805,#Apple iPhone 7 review: Time-saver edition. Read more: http://owler.us/abSF3Z $AAPL,2016-11-24
1806,Study: #Apple Pay usage soars with digital targeted POP messaging. Read more: http://owler.us/abSF2R $AAPL,2016-11-24
1807,Study: #Apple Pay usage soars with digital targeted POP messaging. Read more: http://owler.us/abSF2H $AAPL,2016-11-24
1808,"#Apple #AirPods: When do they go on sale?
$AAPL #AppleProductLaunch #WirelessEarbuds #Earbuds #Music #Audio #Siri",2016-11-25
1809,#Apple Hide the Giant macOS Sierra Update Banner in the Mac App Store With a Click. Read more: http://owler.us/abSTJI $AAPL,2016-11-25
1810,Market Review for 11/25/16: Sell The Headlines - $AAPL $AMZN $FB $SPY  http://ow.ly/5AgB306x5Gw,2016-11-25
1811,Apple Inc. Gobbles Up 91% of Smartphone Profits in Q3 http://ift.tt/2gpE8KS #AAPL,2016-11-25
1812,"Replying to 
@stockthoughts81",2016-11-25
1813,"$CLF Percent Change Updated Friday, November 25, 2016 6:15:20 PM $MTSL $AAPL $ILF $BAX http://dlvr.it/MlG0NY",2016-11-25
1814,Apple Inc. Gobbles Up 91% of Smartphone Profits in Q3 --  The Motley Fool $AAPL #wlst http://fool.com/investing/2016/11/25/apple-inc-gobbles-up-91-of-smartphone-profits-in-q.aspx…,2016-11-25
1815,Wearables Go! free invitation. #wearables #stocks for #investors. $MSFT $AAPL $FB $GOOG $BEAT,2016-11-25
